"year","time","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","all"
1989,34,7.405,9.003,14.908,16.351,17.019,21.557,21.22,21.574,22.781,24.557,18.359
1989,35,6.355,7.625,14.344,15.378,16.407,20.988,20.494,21.236,22.349,24.21,17.694
1989,36,5.239,6.756,12.873,14.455,15.119,20.291,19.968,20.047,21.957,23.542,16.807
1990,1,4.569,5.691,12.065,13.61,14.013,19.747,19.37,19.564,21.163,23.498,16.13
1990,2,4.013,4.56,11.564,12.866,13.061,18.997,18.979,19.473,20.948,23.509,15.635
1990,3,3.728,4.249,10.839,12.515,12.851,18.443,18.537,18.787,20.516,22.992,15.201
1990,4,3.461,4.887,10.126,12.474,11.965,18.287,18.105,18.868,20.307,23.052,15.035
1990,5,3.057,4.121,10.029,12.282,11.939,18.553,18.484,19.307,20.745,23.601,15.195
1990,6,2.748,3.582,9.764,12.488,12.583,18.715,18.26,20.014,21.082,24.55,15.415
1990,7,3.782,4.751,10.346,13.298,12.717,18.554,18.146,18.998,20.465,23.442,15.382
1990,8,4.18,4.798,10.612,13.242,13.643,19.07,18.237,19.715,20.683,23.818,15.733
1990,9,4.861,4.784,11.219,13.586,13.515,19.227,18.314,19.967,20.925,24.526,16.016
1990,10,4.973,4.54,11.43,13.486,12.886,19.261,18.446,19.766,21.586,24.952,16.071
1990,11,6.153,5.791,12.477,14.134,14.335,19.292,18.312,19.982,21.065,24.945,16.474
1990,12,6.792,6.053,12.829,14.643,15.027,19.889,19.09,20.551,21.412,25.518,16.997
1990,13,7.498,5.823,13.389,14.764,15.858,20.404,19.654,22.322,22.31,26.708,17.713
1990,14,9.535,7.261,14.956,15.775,17.405,21.205,20.827,23.82,23.286,27.503,18.957
1990,15,10.663,8.881,16.318,17.219,17.949,21.714,20.716,23.664,23.42,27.346,19.502
1990,16,12.739,10.297,17.932,18.002,19.049,22.225,20.776,24.311,23.924,27.882,20.354
1990,17,13.611,11.438,18.721,19.171,21.003,24.091,22.844,26.277,25.965,28.869,21.885
1990,18,15.525,12.691,20.123,20.331,23.128,25.776,24.399,26.842,27.56,28.17,23.088
1990,19,17.032,14.023,21.506,20.764,24.028,26.406,23.618,27.719,28.415,29.127,23.848
1990,20,18.685,15.313,22.446,21.582,25.75,27.446,25.002,28.057,28.989,29.591,24.832
1990,21,20.481,17.851,24.668,23.736,28.238,28.532,27.442,29.13,29.346,29.406,26.353
1990,22,22.286,18.925,26.718,24.687,28.576,28.622,27.051,28.694,28.564,29.213,26.678
1990,23,22.516,18.585,26.741,24.61,28.553,28.414,27.081,28.678,28.211,29.185,26.598
1990,24,22.43,19.655,26.411,25.214,27.972,27.995,28.134,28.036,27.847,27.866,26.461
1990,25,21.44,19.323,25.728,25.135,26.48,28.128,28.23,27.258,28.182,27.93,26.12
1990,26,20.932,19.07,24.519,24.821,25.703,27.715,27.593,27.333,28.15,27.745,25.72
1990,27,19.666,17.335,23.489,23.584,25.006,26.712,27.574,26.523,27.997,27.668,24.991
1990,28,18.597,16.682,22.476,22.886,24.07,26.034,26.991,25.88,27.747,27.257,24.326
1990,29,17.256,16.549,21.049,22.307,22.391,25.142,26.323,25.039,27.298,26.887,23.512
1990,30,15.709,15.016,20.065,21.35,21.425,24.411,24.843,24.611,26.776,26.885,22.644
1990,31,14.214,13.892,19.324,20.849,21.017,24.025,24.191,24.465,26.147,27.302,22.13
1990,32,11.447,11.981,17.729,20.349,20.066,23.257,23.329,24.042,25.361,26.345,21.054
1990,33,10.085,11.768,17.054,19.585,18.898,22.595,22.619,23.231,24.636,26.074,20.328
1990,34,9.063,10.858,16.03,18.765,17.274,21.558,21.866,22.141,23.985,25.018,19.335
1990,35,7.745,10.162,15.27,18.104,16.674,21.299,21.436,21.736,23.651,24.736,18.793
1990,36,6.577,9.267,14.133,17.393,15.881,20.541,20.766,20.97,22.791,24,17.96
1991,1,5.393,8.288,12.649,16.207,14.118,19.243,19.746,20.253,22.033,23.857,16.944
1991,2,4.25,6.298,11.356,14.903,13.087,18.977,18.899,19.413,21.309,23.585,16.014
1991,3,4.302,6.145,10.907,14.335,13.025,18.513,18.004,19.225,20.822,23.535,15.686
1991,4,4.022,4.82,10.281,13.317,13.062,17.918,17.482,19.362,20.402,23.555,15.292
1991,5,4.097,4.891,10.381,13.145,12.511,18.21,17.403,19.241,20.399,23.057,15.244
1991,6,3.75,4.668,9.258,12.816,11.258,17.214,17.168,18.795,19.639,23.052,14.66
1991,7,3.716,4.245,9.353,12.788,11.942,17.824,17.26,19.478,20.701,23.735,15.086
1991,8,3.355,3.21,9.118,12.787,12.133,18.063,17.672,19.465,21.098,24.317,15.15
1991,9,4.651,4.97,10.153,13.972,13.359,18.54,18.105,19.924,20.928,24.357,15.832
1991,10,4.817,5.016,10.48,14.621,13.289,19.456,18.749,20.515,21.545,24.708,16.233
1991,11,5.919,5.826,11.72,15.706,13.602,20.375,19.036,20.757,22.652,25.832,17.031
1991,12,6.404,6.32,11.93,15.897,14.44,20.399,19.345,20.987,23.089,26.135,17.362
1991,13,7.202,6.153,12.741,16.48,15.415,20.574,19.723,21.432,22.522,26.049,17.654
1991,14,8.945,7.815,14.336,17.732,16.337,21.566,20.783,22.633,23.355,26.318,18.746
1991,15,11.238,8.863,15.682,18.62,17.635,22.325,21.474,24.584,24.724,27.948,20.068
1991,16,13.289,10.858,17.176,19.51,19.745,23.149,22.222,26.408,25.935,28.971,21.453
1991,17,15.135,12.314,18.617,19.973,21.169,24.177,23.071,27.298,27.091,28.833,22.442
1991,18,17.25,14.651,20.968,21.763,22.456,25.439,24.999,27.145,28.276,28.749,23.753
1991,19,18.668,15.319,21.553,22.01,22.672,25.746,25.524,27.716,28.851,29.542,24.328
1991,20,19.141,14.634,21.823,21.697,24.938,27.592,26.94,29.025,29.719,29.605,25.121
1991,21,20.14,16.437,22.765,23.351,27.217,28.757,28.021,29.238,30.297,29.005,26.072
1991,22,20.499,17.236,23.118,23.569,26.805,28.562,28.28,28.781,29.784,29.323,26.111
1991,23,21.364,17.783,23.87,24.14,26.623,28.1,28.263,28.717,29.651,29.48,26.276
1991,24,21.562,17.722,24.055,23.948,25.858,27.704,27.527,28.125,28.651,29.088,25.851
1991,25,21.215,17.747,24.322,24.508,26.492,28.004,27.387,28.491,28.556,29.374,26.043
1991,26,20.47,16.604,23.309,22.965,25.4,27.471,27.175,27.926,28.067,29.044,25.309
1991,27,19.056,15.803,22.349,22.274,24.067,26.758,27.199,27.026,27.8,27.867,24.514
1991,28,17.612,14.838,21.277,22.017,22.777,26.391,27.356,25.956,27.664,27.737,23.907
1991,29,15.921,13.574,19.69,21.355,21.433,24.866,26.945,24.957,26.192,26.971,22.772
1991,30,13.529,12.878,18.107,20.471,20.209,24.035,26.109,24.355,25.703,26.529,21.834
1991,31,12.151,11.621,17.444,19.49,19.537,23.266,24.834,23.574,25.291,25.773,20.961
1991,32,9.681,9.399,16.305,18.533,18.504,22.763,23.711,22.66,24.601,25.164,19.86
1991,33,8.908,8.776,15.537,17.099,17.476,22.073,22.984,22.158,24.337,25.012,19.187
1991,34,7.865,8.135,15.247,17.188,17.109,21.782,22.581,21.713,23.901,24.921,18.814
1991,35,6.841,7.812,14.582,16.811,16.494,21.058,21.883,21.227,23.116,24.617,18.222
1991,36,6.035,7.006,13.873,16.202,15.896,20.544,20.708,20.961,22.622,24.609,17.641
1992,1,5.705,5.469,13.071,14.889,14.578,20.08,19.605,20.19,22.472,24.341,16.854
1992,2,4.933,5.285,12.082,14.938,13.553,19.679,19.761,19.762,22.046,24.213,16.462
1992,3,4.216,4.124,11.585,13.941,13.458,19.197,18.985,19.529,21.027,23.563,15.835
1992,4,3.395,3.318,10.772,12.88,12.518,18.738,18.462,18.847,20.94,23.654,15.305
1992,5,3.133,3.013,10.282,12.642,12.015,18.629,18.231,18.913,20.634,23.732,15.126
1992,6,3.374,3.813,10.154,12.072,12.146,18.815,17.659,18.986,20.545,23.254,15.065
1992,7,3.894,3.592,10.278,12.41,11.642,18.892,17.716,19.104,20.643,24.016,15.206
1992,8,4.457,3.911,10.691,13.043,12.16,19.048,18.085,19.704,21.615,24.757,15.755
1992,9,4.388,4.393,10.776,13.153,12.92,19.521,18.32,19.497,22.171,25.522,16.097
1992,10,4.663,3.899,10.933,13.769,13.396,19.878,19.851,20.273,22.092,25.97,16.499
1992,11,5.253,4.648,11.168,13.201,13.482,19.978,18.538,20.501,21.703,25.491,16.308
1992,12,5.623,3.8,11.897,13.504,14.85,20.562,18.68,21.303,22.343,26.248,16.81
1992,13,7.017,4.852,12.8,13.846,15.134,20.722,18.887,21.782,22.932,26.726,17.34
1992,14,8.602,6.328,14.242,15.165,16.34,21.704,20.287,22.581,23.583,27.255,18.428
1992,15,9.727,7.909,14.887,16.585,18.198,22.305,20.49,23.747,24.052,27.21,19.288
1992,16,12.065,9.795,17.221,17.449,19.864,22.807,20.69,24.512,24.491,27.357,20.301
1992,17,13.169,11.381,18.14,18.46,20.642,23.131,22.282,25.533,25.577,28.379,21.352
1992,18,15.619,13.127,19.438,18.74,22.282,23.543,22.434,26.435,26.15,28.896,22.278
1992,19,17.837,14.53,21.231,19.063,23.518,24.68,23.302,26.359,26.437,28.475,23.052
1992,20,18.914,14.836,22.339,20.107,24.847,25.843,24.671,27.515,27.618,28.845,24.07
1992,21,19.738,16.204,23.59,21.255,26.747,27.369,25.811,28.794,28.706,29.425,25.27
1992,22,20.129,16.16,23.874,22.116,27.214,27.151,26.323,29.071,28.518,29.858,25.553
1992,23,20.396,17.977,24.277,23.796,27.043,27.07,26.608,28.848,28.192,29.735,25.848
1992,24,21.043,18.242,25.123,24.978,27.06,27.28,27.376,28.591,27.766,29.301,26.084
1992,25,20.711,17.277,24.801,24.103,26.766,27.381,27.046,27.86,27.737,28.192,25.59
1992,26,19.617,15.406,23.826,21.968,25.704,27.046,26.009,27.664,27.803,28.368,24.809
1992,27,18.298,14.736,22.411,21.39,24.136,26.099,25.163,27.065,27.379,28.13,23.986
1992,28,16.014,13.364,20.973,20.763,22.798,25.409,25.049,26.308,27.174,27.983,23.175
1992,29,15.687,13.661,20.319,19.852,21.778,24.747,24.418,25.237,26.535,27.412,22.528
1992,30,14.548,12.885,19.083,19.177,20.64,23.682,23.404,24.155,25.324,26.507,21.502
1992,31,12.961,12.297,17.99,18.503,19.749,23.25,22.589,23.59,24.598,26.079,20.747
1992,32,11.36,11.071,17.136,17.888,18.606,22.699,22.115,22.785,24.003,25.617,19.951
1992,33,9.023,9.216,16.042,16.992,17.91,22.163,21.893,21.996,23.665,24.767,19.063
1992,34,8.049,8.365,15.406,16.471,16.717,21.773,21.303,21.777,23.146,24.866,18.512
1992,35,6.82,7.282,14.264,15.501,15.793,21.075,20.875,21.278,22.506,24.805,17.79
1992,36,5.417,6.101,12.963,14.763,15.147,20.568,19.946,20.898,22.086,24.3,17.03
1993,1,4.917,5.141,12.787,14.319,14.678,20.251,19.753,20.791,22.345,24.01,16.741
1993,2,4.636,4.122,12.241,13.546,13.583,20.318,19.381,20.247,21.733,24.024,16.231
1993,3,3.896,3.567,11.461,13.389,12.929,19.608,19.394,19.433,21.006,23.481,15.674
1993,4,3.573,3.607,10.864,13.199,12.422,19.336,18.747,19.173,20.653,23.27,15.339
1993,5,3.512,3.215,10.522,13.04,12.173,18.943,18.478,19.276,20.464,23.277,15.189
1993,6,3.43,2.901,10.13,12.475,12.058,18.437,18.133,18.877,20.154,23.101,14.893
1993,7,3.256,2.867,9.641,12.158,11.829,18.427,17.921,18.684,19.832,23.054,14.735
1993,8,3.511,3.791,9.732,12.699,11.807,18.58,17.622,18.404,20.147,23.251,14.904
1993,9,3.777,4.095,9.982,13.385,11.831,18.556,18.202,19.19,20.278,24.017,15.3
1993,10,4.858,3.973,10.568,13.515,12.978,18.89,18.053,19.856,20.346,24.522,15.718
1993,11,5.822,4.584,11.224,13.663,13.9,19.183,18.147,20.679,20.922,24.808,16.234
1993,12,6.362,5.001,11.608,14.211,14.247,19.135,18.414,21.166,21.694,25.633,16.678
1993,13,7.314,5.396,12.52,14.609,15.299,19.544,18.81,22.167,22.715,26.898,17.467
1993,14,9.105,6.559,13.74,15.602,16.202,20.086,19.58,22.859,23.426,27.68,18.321
1993,15,9.947,7.66,15.036,16.45,17.643,21.024,20.72,23.962,24.038,28.191,19.282
1993,16,11.309,8.36,16.094,17.146,18.494,21.925,21.371,24.115,24.075,27.911,19.83
1993,17,12.913,9.964,17.587,18.218,20.879,23.375,22.131,25.846,25.307,29.137,21.268
1993,18,15.202,11.01,19.373,19.325,21.856,24.181,22.977,26.93,26.948,29.265,22.394
1993,19,16.388,12.339,19.959,19.549,22.43,24.904,24.119,27.713,28.125,29.623,23.194
1993,20,17.252,13.192,20.495,19.625,23.605,25.864,24.655,28.418,28.334,30.258,23.831
1993,21,17.945,14.33,21.248,20.865,24.725,26.239,26.112,28.488,28.192,30.01,24.44
1993,22,17.663,14.801,21.022,21.629,25.475,26.932,26.448,28.349,28.277,29.773,24.656
1993,23,17.962,15.94,20.973,22.201,25.398,27.117,27.016,28.52,28.658,29.582,24.94
1993,24,19.188,17.204,22.266,23.169,25.882,27.969,27.249,28.68,29.002,29.648,25.562
1993,25,18.303,16.832,21.46,22.997,25.348,27.046,27.238,27.45,28.578,28.549,24.92
1993,26,18.175,16.989,21.87,23.118,25.42,27.132,27.53,27.608,28.945,28.497,25.074
1993,27,17.297,15.775,21.541,22.424,24.361,26.683,27.12,27.224,28.744,28.822,24.586
1993,28,16.232,14.777,20.706,21.186,23.284,25.799,25.849,26.04,27.5,28.131,23.529
1993,29,15.068,14.202,19.825,20.159,22.403,25.047,24.622,25.731,26.957,27.849,22.785
1993,30,13.097,12.447,18.211,19.078,20.668,24.344,24.097,24.775,26.049,27.066,21.635
1993,31,11.104,10.41,16.918,18.336,19.987,23.704,23.628,24.405,25.433,26.933,20.819
1993,32,10.736,10.315,16.549,17.827,19.469,23.185,23.104,24.162,25.235,26.877,20.484
1993,33,9.184,9.242,15.446,17.033,17.902,22.822,22.574,23.187,24.713,26.252,19.603
1993,34,8.198,8.826,14.624,16.959,17.247,22.37,22.216,22.525,24.253,25.701,19.072
1993,35,6.567,7.005,13.405,16.253,15.31,21.573,21.512,21.339,23.394,25.165,17.972
1993,36,5.37,5.809,12.546,15.471,14.638,20.537,20.65,20.415,22.562,24.421,17.08
1994,1,4.394,4.143,11.75,14.279,14.126,20.17,19.938,20.54,22.32,24.461,16.507
1994,2,4.154,5.297,11.187,14.321,13.68,19.745,19.468,19.813,21.843,24.362,16.25
1994,3,3.818,3.899,10.475,13.585,12.654,19.022,18.903,19.277,21.104,24.016,15.574
1994,4,3.484,4.492,10.04,12.908,12.093,18.715,18.452,19.254,20.746,24.169,15.39
1994,5,3.449,3.976,9.887,12.252,11.588,18.553,18.073,18.735,20.425,23.936,15.071
1994,6,3.22,3.295,9.461,11.766,11.116,18.292,17.75,18.714,20.293,23.828,14.77
1994,7,3.526,3.991,9.407,11.973,11.393,18.348,17.239,18.948,20.198,23.512,14.813
1994,8,3.202,3.323,9.324,11.746,11.736,18.8,17.608,19.073,20.43,23.69,14.897
1994,9,3.516,3.321,9.418,11.899,11.89,18.906,17.85,19.178,20.328,23.847,15.025
1994,10,4.062,3.965,9.918,13.157,12.623,19.098,18.055,20.41,20.871,24.899,15.715
1994,11,4.564,4.794,9.97,13.942,13.103,19.226,18.3,21.196,21.204,25.572,16.198
1994,12,5.601,5.256,11.387,14.552,14.697,20.399,18.813,22.411,22.284,26.963,17.235
1994,13,6.027,5.051,12.283,15.172,16.02,21.169,19.488,22.937,22.767,26.507,17.646
1994,14,7.422,6.418,13.505,16.287,17.095,22.033,20.225,23.844,23.595,27.049,18.609
1994,15,9.276,8.005,15.21,17.571,18.596,22.542,21.007,24.357,24.083,27.6,19.624
1994,16,11.857,10.023,17.594,19.021,20.772,23.599,22.34,25.165,25.253,28.21,21.109
1994,17,13.968,11.38,19.234,19.807,21.634,24.071,22.801,26.31,26.2,28.959,22.115
1994,18,14.35,11.453,18.737,20.134,22.904,24.636,23.913,27.781,27.506,29.549,22.842
1994,19,16.13,13.247,20.849,20.541,25.873,26.997,24.988,28.992,28.737,29.651,24.281
1994,20,19.188,15.793,23.858,22.766,27.983,28.396,26.499,29.337,29.335,29.146,25.765
1994,21,22.533,19.199,26.598,25.253,29.161,27.742,27.079,29.664,28.038,29.734,26.858
1994,22,23.955,20.123,27.257,26.961,28.765,28.84,28.083,28.989,28.795,29.026,27.369
1994,23,24.252,20.466,28.038,27.54,27.076,28.128,28.367,28.151,27.734,28.333,27.033
1994,24,23.834,19.989,27.437,26.838,27.249,28.34,28.162,28.002,28.274,28.153,26.883
1994,25,23.665,20.562,27.196,26.402,28.015,28.562,28.388,28.561,28.65,28.501,27.128
1994,26,21.834,19.357,25.278,24.954,26.198,27.611,27.567,27.638,28.243,28.507,26.066
1994,27,19.972,16.126,23.954,23.478,24.628,26.946,27.437,26.468,27.687,28.005,24.907
1994,28,17.968,16.125,22.418,23.444,23.583,26.2,27.383,25.889,27.136,27.585,24.256
1994,29,15.502,15.136,20.7,22.655,22.677,25.618,26.75,25.225,27.012,27,23.385
1994,30,13.519,13.807,19.326,21.639,21.304,24.839,25.698,24.103,26.282,26.268,22.274
1994,31,12.77,13.709,18.756,20.719,20.402,23.817,24.627,23.69,25.548,25.958,21.592
1994,32,10.585,11.37,17.598,19.76,20.073,23.442,23.845,23.761,24.871,25.971,20.81
1994,33,9.516,10.674,16.591,18.823,18.95,23.023,23.175,23.38,24.477,25.802,20.153
1994,34,8.598,8.969,16.21,17.246,19.001,22.23,21.993,23.228,23.839,25.794,19.46
1994,35,7.223,7.858,15.179,16.551,17.086,21.371,21.354,22.214,23.226,25.534,18.542
1994,36,6.319,7.105,14.192,16.442,15.898,21.077,20.84,21.613,22.86,24.775,17.906
1995,1,5.467,5.756,13.306,15.641,15.174,20.813,20.273,21.049,22.231,24.61,17.254
1995,2,4.4,4.978,12.035,14.55,13.853,19.724,19.156,20.342,21.63,24.115,16.322
1995,3,4.094,4.616,11.139,14.143,12.448,19.594,19.063,19.474,21.007,24.064,15.831
1995,4,3.99,4.01,10.544,13.166,12.33,18.911,18.333,19.099,20.588,23.642,15.336
1995,5,3.395,3.171,10.131,12.555,12.111,18.657,18.398,19.106,20.536,23.452,15.116
1995,6,3.388,3.182,9.868,12.493,11.471,18.259,17.688,18.343,20.179,23.452,14.796
1995,7,4.503,3.383,10.285,12.239,12.209,18.288,17.537,18.918,19.991,23.639,15.042
1995,8,3.792,3.238,9.931,11.894,12.294,18.281,17.635,18.66,20.013,23.827,14.935
1995,9,4.09,3.609,9.918,12.409,12.409,18.524,17.846,18.793,20.173,24.121,15.167
1995,10,4.425,3.377,10.196,12.184,12.791,19.105,17.897,19.721,20.782,24.529,15.491
1995,11,5.285,3.882,11.268,12.646,13.743,19.704,17.61,20.545,21.783,25.54,16.139
1995,12,6.419,4.037,12.228,13.171,14.276,20.491,18.605,21.713,23.26,26.831,17.029
1995,13,8.162,5.95,13.164,14.485,15.643,21.133,19.994,22.199,23.966,26.965,18.025
1995,14,9.032,6.691,14.173,15.739,16.094,21.534,19.965,22.658,23.399,26.545,18.365
1995,15,10.449,7.434,15.508,16.393,18.049,22.343,20.676,23.719,24.05,27.475,19.377
1995,16,11.489,8.821,16.112,17.669,19.736,23.114,21.597,25.134,25.289,28.603,20.537
1995,17,13.082,10.02,17.134,18.513,20.258,23.418,22.203,25.006,25.332,28.426,21.048
1995,18,14.752,11.705,19.055,19.488,22.133,24.256,23.156,26.18,26.379,29.027,22.28
1995,19,17.274,14.201,20.707,20.735,23.52,25.152,24.521,27.687,27.991,29.403,23.729
1995,20,18.826,15.035,21.887,22.052,25.256,26.86,25.702,28.428,28.863,29.807,24.849
1995,21,19.916,16.868,22.925,23.755,26.393,27.945,27.209,28.268,29.033,29.204,25.655
1995,22,21.215,18.022,24.836,24.77,27.606,28.722,28.13,28.673,29.609,29.31,26.538
1995,23,22.031,18.333,26.15,25.27,28.455,29.163,28.742,29.198,30.012,29.526,27.117
1995,24,22.28,18.683,25.86,26.054,27.827,29.372,29.603,28.867,29.991,29.418,27.217
1995,25,20.19,17.569,24.097,24.393,27.324,28.586,28.875,29.203,29.896,29.491,26.482
1995,26,17.768,16.973,22.722,23.838,25.157,27.518,28.12,28.293,28.889,29.44,25.44
1995,27,17.152,16.204,22.015,22.182,24.111,26.42,26.591,27.112,27.609,28.895,24.375
1995,28,16.393,15.416,21.187,21.777,23.501,26.041,26.688,26.929,28.145,29.097,24.125
1995,29,15.733,14.712,20.72,21.27,22.806,25.652,26.002,26.174,27.136,28.637,23.481
1995,30,14.484,13.602,19.574,20.428,21.584,25.088,25.132,25.241,26.5,28.086,22.591
1995,31,11.826,12.12,17.61,19.816,19.718,23.918,24.294,24.295,25.772,27.673,21.402
1995,32,9.507,10.861,16.139,18.654,19.106,22.986,23.147,23.465,24.819,26.946,20.309
1995,33,8.179,10.036,15.146,17.717,17.611,22.135,22.412,22.595,24.119,26.174,19.375
1995,34,7.597,9.277,14.315,16.58,15.955,21.038,21.524,21.619,23.276,25.431,18.416
1995,35,6.429,7.397,13.23,15.201,15.481,20.56,20.377,21.349,22.672,25.035,17.572
1995,36,5.252,5.939,12.038,14.196,14.158,19.782,19.355,20.479,22.06,24.458,16.6
1996,1,4.854,5.163,11.484,13.407,13.931,19.193,18.689,20.254,21.452,23.76,16.048
1996,2,4.432,4.282,11.035,12.705,13.416,18.677,18.254,19.847,21.195,23.88,15.626
1996,3,3.607,3.568,10.179,12.101,11.863,18.429,18.137,19.39,20.865,23.599,15.088
1996,4,3.064,3.101,9.186,12.181,11.69,18.205,17.698,18.764,20.313,22.996,14.675
1996,5,2.793,3.362,8.883,12.296,11.302,18.472,17.502,18.769,20.563,23.072,14.695
1996,6,3.125,3.201,8.855,12.408,10.727,18.048,17.638,18.563,20.201,23.241,14.607
1996,7,2.822,3.491,8.594,12.437,10.532,17.955,17.272,18.428,20.101,23.157,14.472
1996,8,3.083,3.096,8.845,11.912,11.536,18.223,17.442,18.929,20.045,23.864,14.714
1996,9,3.238,2.366,9.164,11.272,11.81,18.378,17.74,19.589,20.829,24.906,15.011
1996,10,3.53,3.693,9.006,13.261,12.042,18.58,18.151,19.535,20.879,24.785,15.366
1996,11,4.38,4.231,9.616,13.333,12.597,18.755,17.74,19.824,20.806,24.523,15.534
1996,12,5.41,4.833,10.769,14.34,14.193,19.309,18.399,20.728,21.033,24.484,16.215
1996,13,6.13,4.937,11.64,14.587,14.628,19.779,18.987,21.219,21.888,25.32,16.769
1996,14,6.849,5.364,12.724,14.254,16.668,20.607,19.382,21.991,22.017,25.382,17.35
1996,15,9.222,7.261,15.071,15.992,19.027,21.581,19.756,22.678,22.155,26.195,18.621
1996,16,11.141,8.265,17.338,16.795,20.712,22.564,21.064,24.763,23.655,27.722,20.13
1996,17,13.228,10.104,18.088,18.13,21.941,23.716,22.263,26.385,25.096,28.64,21.468
1996,18,13.487,10.847,17.806,18.128,22.35,24.758,23.002,27.105,27.107,29.218,22.137
1996,19,14.2,12.446,18.35,19.212,23.039,25.648,24.031,27.967,28.119,29.62,23.009
1996,20,15.874,13.852,20.379,20.692,24.415,26.713,25.381,28.747,27.857,30.323,24.101
1996,21,18.046,15.216,23.196,23.223,27.47,28.124,26.839,29.041,28.283,28.984,25.4
1996,22,19.586,16.146,25.287,24.141,28.516,28.767,27.338,28.29,28.145,27.947,25.86
1996,23,21.208,17.4,25.998,24.688,28.265,28.119,27.752,28.296,27.783,28.314,26.167
1996,24,21.61,17.552,25.23,24.633,28.067,28.039,27.876,28.973,28.664,29.161,26.41
1996,25,21.093,17.569,24.247,23.756,27.173,28.132,27.046,28.728,29.138,29.49,26.092
1996,26,20.953,17.88,23.951,22.722,27.059,27.174,26.37,28.508,28.676,28.86,25.651
1996,27,19.545,16.926,23.182,21.714,25.823,26.599,26.036,27.625,27.065,28.198,24.711
1996,28,17.342,15.291,21.411,20.918,23.675,25.448,24.911,26.373,26.365,27.8,23.454
1996,29,15.281,14.289,20.206,20.351,22.606,25.111,24.642,25.814,26.231,27.687,22.791
1996,30,13.528,13.217,19.146,20.283,22.163,24.372,24.436,25.319,25.64,27.47,22.183
1996,31,11.672,12.148,17.932,20.199,21.078,23.924,23.477,25.326,25.713,27.678,21.613
1996,32,10.528,10.466,17.114,19.31,20.2,23.36,22.662,24.452,24.801,27.062,20.715
1996,33,8.287,9.35,15.575,18.696,18.814,22.583,22.5,23.526,24.201,26.514,19.788
1996,34,6.832,7.383,14.524,17.159,16.8,21.099,21.312,22.135,23.34,25.804,18.455
1996,35,5.557,7.276,13.534,16.889,15.947,20.725,20.912,21.389,22.984,24.942,17.841
1996,36,4.933,6.727,13.035,16.295,15.154,20.169,20.299,20.916,22.335,24.279,17.235
1997,1,4.547,6.298,12.482,15.605,14.325,19.872,19.866,20.198,21.892,23.811,16.705
